"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SP","Share Prices, Index","DEU","Germany","A","Annual","1976","1976","IDX","Index","0","Units","2015_100","2015=100",10.03485,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1977","1977","IDX","Index","0","Units","2015_100","2015=100",10.08465,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1978","1978","IDX","Index","0","Units","2015_100","2015=100",10.91315,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1979","1979","IDX","Index","0","Units","2015_100","2015=100",10.48323,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1980","1980","IDX","Index","0","Units","2015_100","2015=100",10.06087,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1981","1981","IDX","Index","0","Units","2015_100","2015=100",10.28209,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1982","1982","IDX","Index","0","Units","2015_100","2015=100",10.4413,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1983","1983","IDX","Index","0","Units","2015_100","2015=100",13.93652,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1984","1984","IDX","Index","0","Units","2015_100","2015=100",15.89892,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1985","1985","IDX","Index","0","Units","2015_100","2015=100",21.63255,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1986","1986","IDX","Index","0","Units","2015_100","2015=100",30.30953,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1987","1987","IDX","Index","0","Units","2015_100","2015=100",26.29412,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1988","1988","IDX","Index","0","Units","2015_100","2015=100",21.91466,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1989","1989","IDX","Index","0","Units","2015_100","2015=100",28.16093,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",33.16791,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",29.90227,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",28.66041,"B","Break"
"SP","Share Prices, Index","DEU","Germany","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",30.31371,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",34.82603,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",33.98195,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",38.38214,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",52.58615,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",67.21895,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",69.63102,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",88.42961,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",66.73634,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",51.15005,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",39.66995,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",48.79838,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",56.45248,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",70.41808,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",87.4803,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",69.57014,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",52.36926,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",63.39005,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",66.46419,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",66.70228,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",79.0173,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",88.42544,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",91.89334,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",109.5325,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",107.8782,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",102.5257,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",101.9467,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",123.1311,,
"SP","Share Prices, Index","DEU","Germany","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",105.0407,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1974","1974","PC","Percentage","0","Units",,,10.44167,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1975","1975","PC","Percentage","0","Units",,,8.675,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1976","1976","PC","Percentage","0","Units",,,8.033334,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1977","1977","PC","Percentage","0","Units",,,6.533333,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1978","1978","PC","Percentage","0","Units",,,6.133333,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1979","1979","PC","Percentage","0","Units",,,7.566667,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1980","1980","PC","Percentage","0","Units",,,8.425,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1981","1981","PC","Percentage","0","Units",,,10.13333,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1982","1982","PC","Percentage","0","Units",,,8.908334,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1983","1983","PC","Percentage","0","Units",,,8.083333,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1984","1984","PC","Percentage","0","Units",,,7.958333,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1985","1985","PC","Percentage","0","Units",,,7.041667,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1986","1986","PC","Percentage","0","Units",,,6.158333,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1987","1987","PC","Percentage","0","Units",,,6.25,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1988","1988","PC","Percentage","0","Units",,,6.491667,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1989","1989","PC","Percentage","0","Units",,,7.025,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1990","1990","PC","Percentage","0","Units",,,8.726459,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1991","1991","PC","Percentage","0","Units",,,8.445625,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1992","1992","PC","Percentage","0","Units",,,7.835208,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1993","1993","PC","Percentage","0","Units",,,6.496459,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1994","1994","PC","Percentage","0","Units",,,6.884414,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1995","1995","PC","Percentage","0","Units",,,6.850543,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1996","1996","PC","Percentage","0","Units",,,6.215378,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1997","1997","PC","Percentage","0","Units",,,5.640138,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1998","1998","PC","Percentage","0","Units",,,4.573801,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1999","1999","PC","Percentage","0","Units",,,4.49061,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2000","2000","PC","Percentage","0","Units",,,5.263958,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2001","2001","PC","Percentage","0","Units",,,4.796593,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2002","2002","PC","Percentage","0","Units",,,4.78358,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2003","2003","PC","Percentage","0","Units",,,4.071143,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2004","2004","PC","Percentage","0","Units",,,4.037156,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.354017,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.764125,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.216955,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2008","2008","PC","Percentage","0","Units",,,3.984768,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2009","2009","PC","Percentage","0","Units",,,3.222218,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.744267,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.609185,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.49513,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.571408,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.163472,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.4951937,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.09149919,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.3163361,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.396364,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2019","2019","PC","Percentage","0","Units",,,-0.2536345,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.511024,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2021","2021","PC","Percentage","0","Units",,,-0.3738212,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2022","2022","PC","Percentage","0","Units",,,1.142583,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1974","1974","PC","Percentage","0","Units",,,9.9025,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1975","1975","PC","Percentage","0","Units",,,4.959167,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1976","1976","PC","Percentage","0","Units",,,4.248333,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1977","1977","PC","Percentage","0","Units",,,4.365,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1978","1978","PC","Percentage","0","Units",,,3.7,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1979","1979","PC","Percentage","0","Units",,,6.686666,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1980","1980","PC","Percentage","0","Units",,,9.536667,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1981","1981","PC","Percentage","0","Units",,,12.105,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1982","1982","PC","Percentage","0","Units",,,8.878333,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1983","1983","PC","Percentage","0","Units",,,5.776667,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1984","1984","PC","Percentage","0","Units",,,5.985833,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1985","1985","PC","Percentage","0","Units",,,5.448333,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1986","1986","PC","Percentage","0","Units",,,4.635,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1987","1987","PC","Percentage","0","Units",,,4.0325,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1988","1988","PC","Percentage","0","Units",,,4.330833,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1989","1989","PC","Percentage","0","Units",,,7.118333,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1990","1990","PC","Percentage","0","Units",,,8.488334,"B","Break"
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1991","1991","PC","Percentage","0","Units",,,9.246667,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1992","1992","PC","Percentage","0","Units",,,9.5175,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1993","1993","PC","Percentage","0","Units",,,7.295,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1994","1994","PC","Percentage","0","Units",,,5.364167,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1995","1995","PC","Percentage","0","Units",,,4.531667,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1996","1996","PC","Percentage","0","Units",,,3.305,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1997","1997","PC","Percentage","0","Units",,,3.325,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1998","1998","PC","Percentage","0","Units",,,3.544167,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","1999","1999","PC","Percentage","0","Units",,,2.9635,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2000","2000","PC","Percentage","0","Units",,,4.391767,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2001","2001","PC","Percentage","0","Units",,,4.261783,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2002","2002","PC","Percentage","0","Units",,,3.318592,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2003","2003","PC","Percentage","0","Units",,,2.333467,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.106325,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.184675,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.079225,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.277608,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.634233,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2009","2009","PC","Percentage","0","Units",,,1.228358,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.81095,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.3906,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.5731834,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.2206667,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.2099333,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.01936667,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.2636917,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2017","2017","PC","Percentage","0","Units",,,-0.32905,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2018","2018","PC","Percentage","0","Units",,,-0.3220917,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2019","2019","PC","Percentage","0","Units",,,-0.3563333,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.42515,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2021","2021","PC","Percentage","0","Units",,,-0.5487667,,
"IR3TIB","Short-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2022","2022","PC","Percentage","0","Units",,,0.3418,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","1981","1981","IDX","Index","0","Units","2015_100","2015=100",6.280263,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","1982","1982","IDX","Index","0","Units","2015_100","2015=100",6.067703,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","1983","1983","IDX","Index","0","Units","2015_100","2015=100",6.051543,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","1984","1984","IDX","Index","0","Units","2015_100","2015=100",6.556218,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","1985","1985","IDX","Index","0","Units","2015_100","2015=100",6.907999,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","1986","1986","IDX","Index","0","Units","2015_100","2015=100",11.32536,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","1987","1987","IDX","Index","0","Units","2015_100","2015=100",20.76129,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","1988","1988","IDX","Index","0","Units","2015_100","2015=100",34.46458,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","1989","1989","IDX","Index","0","Units","2015_100","2015=100",45.67434,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",37.14251,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",32.67377,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",29.19409,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",36.20526,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",48.01664,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",46.47614,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",41.38501,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",32.46329,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",20.31404,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",39.85727,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",36.46327,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",28.4725,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",37.63086,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",33.80238,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",41.4637,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",53.2842,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",67.28732,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",85.26386,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",76.32705,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",70.88448,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",87.60323,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",98.66551,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",96.0862,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",97.54976,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.57083,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",98.74598,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",114.8489,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",115.7041,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",104.817,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",110.4356,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",154.6199,,
"SP","Share Prices, Index","KOR","Korea","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",125.4623,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2001","2001","PC","Percentage","0","Units",,,6.855,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2002","2002","PC","Percentage","0","Units",,,6.586667,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2003","2003","PC","Percentage","0","Units",,,5.048333,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2004","2004","PC","Percentage","0","Units",,,4.728333,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2005","2005","PC","Percentage","0","Units",,,4.95,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2006","2006","PC","Percentage","0","Units",,,5.151667,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2007","2007","PC","Percentage","0","Units",,,5.350833,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2008","2008","PC","Percentage","0","Units",,,5.568333,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2009","2009","PC","Percentage","0","Units",,,5.165833,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2010","2010","PC","Percentage","0","Units",,,4.773334,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.2025,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.4475,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2013","2013","PC","Percentage","0","Units",,,3.278083,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.186333,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.30575,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.747417,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.282583,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.50275,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.70225,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.499667,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2021","2021","PC","Percentage","0","Units",,,2.0645,,
"IRLT","Long-term interest rates, Per cent per annum","KOR","Korea","A","Annual","2022","2022","PC","Percentage","0","Units",,,3.3635,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","1991","1991","PC","Percentage","0","Units",,,18.30083,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","1992","1992","PC","Percentage","0","Units",,,16.4125,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","1993","1993","PC","Percentage","0","Units",,,12.96167,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","1994","1994","PC","Percentage","0","Units",,,13.2875,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","1995","1995","PC","Percentage","0","Units",,,14.05417,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","1996","1996","PC","Percentage","0","Units",,,12.63417,,
"IR3TIB","Short-term interest rates, Per cent per annum","KOR","Korea","A","Annual","1997","1997","PC","Percentage","0","Units",,,13.38167,,
